text,label
GDPR and PDPB compliance require explicit consent before collecting personal data from users.,safe
The new software build has been deployed to the staging environment for quality assurance.,safe
Passport details are noted below for visa processing. Do not share publicly.,sensitive
The acquisition due diligence report is attached. Treat as commercially sensitive.,sensitive
Credit card statement is attached. Please verify all transactions and report any discrepancies.,sensitive
IFSC codes are used to identify the specific bank branch for electronic fund transfers.,safe
Your two-factor authentication backup codes are listed below. Store them in a secure location.,sensitive
SSH private key is attached to this message. Do not share this file under any circumstances.,sensitive
Access logs are maintained for all interactions with systems containing personal data.,safe
Please submit the quarterly progress report to the project lead before end of day Thursday.,safe
Salary accounts typically offer zero minimum balance requirements and additional banking benefits.,safe
Medical history and diagnosis report are enclosed for the treating physician only.,sensitive
Personal data must be deleted within 30 days of a user submitting a deletion request.,safe
"Users should never share their OTP with anyone, including company support representatives.",safe
The Reserve Bank of India advises customers to report suspicious transactions immediately.,safe
Ransomware attacks often begin with a phishing email containing a malicious attachment.,safe
Database connection string with username and password is enclosed for the dev team.,sensitive
VPN credentials and server IP addresses are listed below for remote access setup.,sensitive
Container orchestration platforms like Kubernetes require careful RBAC configuration.,safe
Data minimisation principles require collecting only the information necessary for the task.,safe
"Multi-factor authentication codes must never be shared with anyone, including IT support staff.",safe
The acceptable use policy prohibits storing company credentials in personal cloud accounts.,safe
The UPI ID and linked bank account details are provided below for payment processing.,sensitive
